Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,102.524574582,0.000000021,,4.5759e+07,AA,(329 179.76197),-,(426 717.352745),2s,2S,1/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,102.524802604,0.000000021,,4.5760e+07,AA,(329 179.76197),-,(426 717.135815),2s,2S,1/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,102.530163571,0.000000005,,8.2356e+07,AA,(329 185.150747),-,(426 717.424682),2p,2P°,3/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,102.530239581,0.000000005,,1.3726e+07,AA,(329 185.150747),-,(426 717.352377),2p,2P°,3/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,102.530448834,0.000000004,,7.8444e+06,AA,(329 185.150747),-,(426 717.153325),2p,2P°,3/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.490747081,0.000000009,,1.2575e+08,AA,(329 179.293589),-,(421 353.052818),2p,2P°,1/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.491151963,0.000000007,,6.8768e+06,AA,(329 179.293589),-,(421 352.708831),2p,2P°,1/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.491297640,0.000000024,,7.9218e+07,AA,(329 179.76197),-,(421 353.0534464),2s,2S,1/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.491738860,0.000000024,,7.9219e+07,AA,(329 179.76197),-,(421 352.6785905),2s,2S,1/2,5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.497494457,0.000000008,,1.5087e+08,AA,(329 185.150747),-,(421 353.177760),2p,2P°,3/2,5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.497641536,0.000000008,,2.5145e+07,AA,(329 185.150747),-,(421 353.052818),2p,2P°,3/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,108.498046470,0.000000005,,1.3753e+07,AA,(329 185.150747),-,(421 352.708831),2p,2P°,3/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.508809272,0.000000015,,2.7518e+08,AA,(329 179.293589),-,(411 477.853339),2p,2P°,1/2,4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.50949901,0.00000003,,1.5478e+08,AA,(329 179.76197),-,(411 477.8545580),2s,2S,1/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.509801339,0.000000007,,1.3758e+07,AA,(329 179.293589),-,(411 477.181412),2p,2P°,1/2,4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.51058000,0.00000003,,1.5478e+08,AA,(329 179.76197),-,(411 477.1224141),2s,2S,1/2,4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.517097283,0.000000013,,3.3015e+08,AA,(329 185.150747),-,(411 478.097366),2p,2P°,3/2,4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.517457624,0.000000013,,5.5024e+07,AA,(329 185.150747),-,(411 477.853339),2p,2P°,3/2,4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,121.518449833,0.000000006,,2.7515e+07,AA,(329 185.150747),-,(411 477.181412),2p,2P°,3/2,4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.033212826,0.000000013,,8.6259e+08,AA,(329 179.293589),-,(390 142.55723373),2p,2P°,1/2,3d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.03446542,0.00000005,,3.5939e+08,AA,(329 179.76197),-,(390 142.5600890),2s,2S,1/2,3p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.037499364,0.000000019,,3.3693e+07,AA,(329 179.293589),-,(390 140.964175),2p,2P°,1/2,3s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.03913521,0.00000005,,3.5939e+08,AA,(329 179.76197),-,(390 140.824628),2s,2S,1/2,3p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.047417469,0.000000008,,1.0349e+09,AA,(329 185.150747),-,(390 143.13566549),2p,2P°,3/2,3d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.048974134,0.000000008,,1.7248e+08,AA,(329 185.150747),-,(390 142.55723373),2p,2P°,3/2,3d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,164.053261496,0.000000016,,6.7379e+07,AA,(329 185.150747),-,(390 140.964175),2p,2P°,3/2,3s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3184772,0.0000021,,2.5052e+07,AA,(390 140.824628),-,(426 717.352377),3p,2P°,1/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3195172,0.0000021,,1.5290e+07,AA,(390 140.964175),-,(426 717.352745),3s,2S,1/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3199647,0.0000021,,2.7064e+06,AA,(390 140.824628),-,(426 717.153325),3p,2P°,1/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3211384,0.0000021,,1.5290e+07,AA,(390 140.964175),-,(426 717.135815),3s,2S,1/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3308860,0.0000021,,3.2062e+07,AA,(390 142.55723373),-,(426 717.424550),3d,2D,3/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3309064,0.0000021,,3.0058e+07,AA,(390 142.5600890),-,(426 717.424682),3p,2P°,3/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3314226,0.0000021,,1.2524e+05,AA,(390 142.55723373),-,(426 717.352745),3d,2D,3/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3314467,0.0000021,,5.0097e+06,AA,(390 142.5600890),-,(426 717.352377),3p,2P°,3/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3329344,0.0000021,,5.4128e+06,AA,(390 142.5600890),-,(426 717.153325),3p,2P°,3/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3330439,0.0000021,,1.2526e+06,AA,(390 142.55723373),-,(426 717.135815),3d,2D,3/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3349388,0.0000021,,3.4351e+07,AA,(390 143.13566549),-,(426 717.460701),3d,2D,5/2,6f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3352090,0.0000021,,2.2900e+06,AA,(390 143.13566549),-,(426 717.424550),3d,2D,5/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,273.3357457,0.0000021,,1.1272e+06,AA,(390 143.13566549),-,(426 717.352745),3d,2D,5/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.2946921,0.0000020,,4.5246e+07,AA,(390 140.824628),-,(421 353.052818),3p,2P°,1/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.2961177,0.0000020,,2.6218e+07,AA,(390 140.964175),-,(421 353.0534464),3s,2S,1/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.2982222,0.0000020,,4.8278e+06,AA,(390 140.824628),-,(421 352.708831),3p,2P°,1/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.2999646,0.0000020,,2.6218e+07,AA,(390 140.964175),-,(421 352.6785905),3s,2S,1/2,5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3111934,0.0000020,,6.7861e+07,AA,(390 142.55723373),-,(421 353.177533),3d,2D,3/2,5f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3112204,0.0000020,,5.4289e+07,AA,(390 142.5600890),-,(421 353.177760),3p,2P°,3/2,5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3124670,0.0000020,,2.3937e+05,AA,(390 142.55723373),-,(421 353.0534464),3d,2D,3/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3125027,0.0000020,,9.0480e+06,AA,(390 142.5600890),-,(421 353.052818),3p,2P°,3/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3160332,0.0000020,,9.6553e+06,AA,(390 142.5600890),-,(421 352.708831),3p,2P°,3/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3163143,0.0000020,,2.3940e+06,AA,(390 142.55723373),-,(421 352.6785905),3d,2D,3/2,5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3164890,0.0000020,,7.2705e+07,AA,(390 143.13566549),-,(421 353.240002),3d,2D,5/2,5f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3171301,0.0000020,,4.8469e+06,AA,(390 143.13566549),-,(421 353.177533),3d,2D,5/2,5f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,320.3184037,0.0000020,,2.1543e+06,AA,(390 143.13566549),-,(421 353.0534464),3d,2D,5/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5376849,0.0000024,,9.3894e+07,AA,(390 140.824628),-,(411 477.853339),3p,2P°,1/2,4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5407225,0.0000023,,4.9071e+07,AA,(390 140.964175),-,(411 477.8545580),3s,2S,1/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5524404,0.0000023,,9.7947e+06,AA,(390 140.824628),-,(411 477.181412),3p,2P°,1/2,4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5568006,0.0000023,,4.9070e+07,AA,(390 140.964175),-,(411 477.1224141),3s,2S,1/2,4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5703849,0.0000023,,2.0600e+08,AA,(390 142.55723373),-,(411 478.096926),3d,2D,3/2,4f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5704380,0.0000024,,1.1266e+08,AA,(390 142.5600890),-,(411 478.097366),3p,2P°,3/2,4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5757080,0.0000023,,5.5631e+05,AA,(390 142.55723373),-,(411 477.8545580),3d,2D,3/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5757974,0.0000024,,1.8776e+07,AA,(390 142.5600890),-,(411 477.853339),3p,2P°,3/2,4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5804092,0.0000023,,2.2070e+08,AA,(390 143.13566549),-,(411 478.218936),3d,2D,5/2,4f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5830890,0.0000023,,1.4713e+07,AA,(390 143.13566549),-,(411 478.096926),3d,2D,5/2,4f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5884123,0.0000023,,5.0067e+06,AA,(390 143.13566549),-,(411 477.8545580),3d,2D,5/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5905553,0.0000023,,1.9588e+07,AA,(390 142.5600890),-,(411 477.181412),3p,2P°,3/2,4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5917884,0.0000023,,5.5636e+06,AA,(390 142.55723373),-,(411 477.1224141),3d,2D,3/2,4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.976872,0.000003,,1.1502e+07,AA,(411 477.1224141),-,(426 717.352377),4p,2P°,1/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.979395,0.000003,,7.1337e+06,AA,(411 477.181412),-,(426 717.352745),4s,2S,1/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.985440,0.000003,,1.9117e+06,AA,(411 477.1224141),-,(426 717.153325),4p,2P°,1/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.988733,0.000003,,7.1338e+06,AA,(411 477.181412),-,(426 717.135815),4s,2S,1/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.005227,0.000003,,1.9228e+07,AA,(411 477.853339),-,(426 717.424550),4d,2D,3/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.005274,0.000003,,1.3801e+07,AA,(411 477.8545580),-,(426 717.424682),4p,2P°,3/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
