Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
357.9530,0.0006,357.9529,0.0004,160hl,,,31 878.859,-,59 807.52,6d7p,z 1D°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
358.3550,0.0006,358.3556,0.0004,230hl,1.0e+08,D+,31 174.570,-,59 071.85,6d7p,z 3F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3F,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
358.5090,0.0006,358.50835,0.00024,250,5.e+06,E,9 087.520,-,36 972.914,6d7s,a 1D,2,6d7p,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
358.8310,0.0006,358.8319,0.0004,48,,,22 199.432,-,50 059.68,6d2,b 1D,2,5f6d,y 3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
359.5750,0.0006,359.5750,0.0004,170,,,29 881.060,-,57 683.74,5f7s,z 1F°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3G,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
360.0240,0.0006,360.0245,0.0003,40,,,9 087.520,-,36 855.483,6d7s,a 1D,2,6d7p,y 3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
364.3621,0.0006,364.3631,0.0004,98hl,,,36 144.296,-,63 581.63,6d7p,z 3D°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
366.0320,0.0013,366.0336,0.0007,39h,,,36 972.914,-,64 285.03,6d7p,3F°,3,,,3 or 4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
366.204,0.001,,,45h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
366.4690,0.0006,366.4698,0.0004,83,6.e+06,E,22 199.432,-,49 479.04,6d2,b 1D,2,5f6d,y 3D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
366.9880,0.0013,366.9880,0.0007,37h,,,29 250.371,-,56 491.46,6d7p,z 1P°,1,,,1 or 2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
367.969,0.001,,,43h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
368.3660,0.0006,368.36546,0.00024,310,1.0e+07,E,4 739.632,-,31 878.859,6d7s,a 3D,1,6d7p,z 1D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
368.517,0.001,,,21,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
369.067,0.001,,,110hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
369.4880,0.0006,369.48802,0.00023,1200,3.0e+07,D+,9 087.520,-,36 144.296,6d7s,a 1D,2,6d7p,z 3D°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
370.4320,0.0006,370.4318,0.0003,89,,,14 949.177,-,41 937.022,6d2,a 3F,3,6d7p,y 1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
370.9030,0.0006,370.9029,0.0004,27,,,35 397.116,-,62 350.68,6d7p,3F°,2,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 1F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
371.028,0.001,,,29,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
371.182,0.001,,,36h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
371.300,0.001,,,58,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
371.3170,0.0006,371.3169,0.0004,60h,3.7e+07,D+,32 965.519,-,59 889.03,5f7s,y 3F°,4,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 1G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
373.4470,0.0006,373.4469,0.0003,39h,1.8e+07,D+,31 174.570,-,57 944.525,6d7p,z 3F°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
373.655,0.001,,,36h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
374.0670,0.0006,374.0678,0.0004,22,2.0e+07,D+,36 144.296,-,62 869.82,6d7p,z 3D°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 3F,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
374.7250,0.0009,374.7257,0.0004,40,,,14 949.177,-,41 627.78,6d2,a 3F,3,5f6d,z 1G°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
375.4180,0.0006,375.4183,0.0003,120,6.e+06,E,14 949.177,-,41 578.56,6d2,a 3F,3,5f6d,x 3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
375.6670,0.0006,375.66765,0.00023,4400c,3.8e+07,D+,5 267.148,-,31 878.859,6d7s,a 3D,2,6d7p,z 1D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
376.1241,0.0006,376.1239,0.0004,130,,,20 848.202,-,47 427.63,6d2,a 1G,4,5f6d,z 3G°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
376.9820,0.0006,376.9818,0.0003,170,8.e+06,E,16 756.852,-,43 275.798,6d2,a 3F,4,5f6d,x 3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
377.1210,0.0006,377.1208,0.0004,21h,,,31 174.570,-,57 683.74,6d7p,z 3F°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3G,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
377.164,0.001,,,77h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
377.2144,0.0006,377.2146,0.0004,70h,6.2e+07,D+,33 304.940,-,59 807.52,6d7p,z 3D°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
377.431,0.001,,,21,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
377.7799,0.0006,377.7804,0.0004,26h,,,17 737.03,-,44 199.919,6d2,a 3P,0,6d7p,y 1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
378.401,0.001,,,50h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
378.866,0.001,,,21h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
379.602,0.001,,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
379.9819,0.0006,379.9816,0.0003,2000,3.2e+07,D+,9 087.520,-,35 397.116,6d7s,a 1D,2,6d7p,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
380.505,0.001,,,400hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
380.952,0.001,,,56h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
381.4781,0.0006,381.4781,0.0004,53hl,1.1e+08,D+,36 144.296,-,62 350.68,6d7p,z 3D°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 1F,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
383.272,0.001,,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
383.480,0.001,,,210hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
385.091,0.001,,,72hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
385.8799,0.0006,385.88036,0.00025,21,,,5 267.148,-,31 174.570,6d7s,a 3D,2,6d7p,z 3F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
386.3119,0.0006,386.3124,0.0003,16000c,7.e+07,E,7 426.493,-,33 304.940,6d7s,a 3D,3,6d7p,z 3D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8060&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=8060&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
387.703,0.001,,,40,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
387.9820,0.0025,387.9847,0.0006,15h,,,33 304.940,-,59 071.85,6d7p,z 3D°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
389.335,0.001,,,350hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
390.738,0.001,,,54,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
391.4470,0.0006,391.4467,0.0003,1300,,,7 426.493,-,32 965.519,6d7s,a 3D,3,5f7s,y 3F°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
392.0100,0.0006,392.0101,0.0004,390,3.6e+07,D,19 202.966,-,44 705.294,6d2,a 3P,2,5f6d,y 1D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
392.273,0.001,,,60h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
392.8390,0.0013,392.8388,0.0009,95hl,,,36 855.483,-,62 304.01,6d7p,y 3P°,1,,,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
393.8579,0.0006,393.8587,0.0003,100h,4.4e+07,D+,29 250.371,-,54 633.004,6d7p,z 1P°,1,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>1/2</sub>,e 3F,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
394.6590,0.0013,394.6600,0.0009,36h,,,36 972.914,-,62 304.01,6d7p,3F°,3,,,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
395.1980,0.0013,395.1977,0.0006,140hl,7.e+07,E,31 878.859,-,57 175.49,6d7p,z 1D°,2,,,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
396.507,0.001,,,45h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
397.2490,0.0013,397.2483,0.0008,42h,,,39 118.978,-,64 285.03,6d7p,z 3F°,4,,,3 or 4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
397.7361,0.0006,397.7360,0.0003,740,,,13 236.422,-,38 371.617,6d2,a 3F,2,6d7p,y 3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
399.9360,0.0006,399.9357,0.0004,370hl,,,19 202.966,-,44 199.919,6d2,a 3P,2,6d7p,y 1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
400.2230,0.0006,400.2230,0.0004,100hl,4.e+07,E,32 965.519,-,57 944.525,5f7s,y 3F°,4,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
400.5470,0.0006,400.5469,0.0005,91,4.2e+06,E,20 848.202,-,45 807.01,6d2,a 1G,4,5f6d,z 3G°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
401.9640,0.0012,401.9623,0.0006,520,1.4e+07,D+,16 756.852,-,41 627.78,6d2,a 3F,4,5f6d,z 1G°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
402.309,0.001,,,42,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
403.7150,0.0009,403.7139,0.0004,36h,,,29 881.060,-,54 644.079,5f7s,z 1F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>1/2</sub>,e 3G,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
403.8930,0.0009,403.8946,0.0003,29h,3.6e+07,D+,29 881.060,-,54 633.004,5f7s,z 1F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>1/2</sub>,e 3F,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
404.4450,0.0009,404.4456,0.0005,190hl,8.6e+07,D+,32 965.519,-,57 683.74,5f7s,y 3F°,4,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
405.006,0.001,,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
405.3060,0.0012,405.3049,0.0010,210hl,,,35 397.116,-,60 062.93,6d7p,3F°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
405.7360,0.0009,405.7364,0.0004,42h,1.7e+07,D+,33 304.940,-,57 944.525,6d7p,z 3D°,2,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
