Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,541.091,0.010,,5.193e+04,AA,582 642.97,-,601 119.02,1s4f,3F°,3,1s7d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.122,0.010,,1.3011e+05,AAA,582 644.04,-,601 119.02,1s4f,1F°,3,1s7d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.205,0.010,,1.0369e+04,AAA,582 642.97,-,601 115.11,1s4f,3F°,3,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.205,0.010,,1.7029e+05,AAA,582 642.97,-,601 115.11,1s4f,3F°,4,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.205,0.010,,4.2047e+02,AAA,582 642.97,-,601 115.11,1s4f,3F°,2,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.225,0.010,,1.1797e+05,AAA,582 642.97,-,601 114.45,1s4f,3F°,3,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.225,0.010,,2.0600e+04,AAA,582 642.97,-,601 114.45,1s4f,3F°,2,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.236,0.010,,1.8543e+05,AAA,582 642.97,-,601 114.06,1s4f,3F°,2,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.237,0.010,,4.347e+03,AA,582 644.04,-,601 115.11,1s4f,1F°,3,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,541.256,0.010,,4.686e+04,AA,582 644.04,-,601 114.45,1s4f,1F°,3,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,544.3,1.0,,7.4249e+05,AAA,582 630.95,-,600 998.,1s4d,1D,2,1s7p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,546.628,0.010,,8.5185e+06,AAA,582 830.11,-,601 119.02,1s4p,1P°,1,1s7d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
548.355,548.3462,0.0010,600c,2.2726e+07,AAA,476 034.98,-,494 266.57,1s2s,3S,1,1s2p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7397&amp;type=
,548.4403,0.0010,,2.2727e+07,AAA,476 034.98,-,494 263.44,1s2s,3S,1,1s2p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
548.565,548.5086,0.0010,600c,2.2720e+07,AAA,476 034.98,-,494 261.17,1s2s,3S,1,1s2p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7397&amp;type=
,552.3,1.0,,5.6589e+06,AAA,582 830.11,-,600 930.,1s4p,1P°,1,1s7s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,565.388,0.010,,4.5795e+06,AAA,579 981.33,-,597 663.40,1s4s,3S,1,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,565.409,0.010,,4.5797e+06,AAA,579 981.33,-,597 662.73,1s4s,3S,1,1s6p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,565.421,0.010,,4.5795e+06,AAA,579 981.33,-,597 662.35,1s4s,3S,1,1s6p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,613.864,0.010,,2.166e+01,AA,581 596.77,-,597 882.52,1s4s,1S,0,1s6d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,615.6,1.0,,5.1772e+06,AAA,581 596.77,-,597 836.,1s4s,1S,0,1s6p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.219,0.010,,9.9176e+06,AAA,581 885.98,-,597 875.94,1s4p,3P°,1,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.219,0.010,,7.3471e+06,AAA,581 885.58,-,597 875.55,1s4p,3P°,0,1s6d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.222,0.010,,1.3225e+07,AAA,581 886.70,-,597 876.60,1s4p,3P°,2,1s6d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.235,0.010,,5.5103e+06,AAA,581 885.98,-,597 875.55,1s4p,3P°,1,1s6d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.248,0.010,,3.3058e+06,AAA,581 886.70,-,597 875.94,1s4p,3P°,2,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,625.263,0.010,,3.6735e+05,AAA,581 886.70,-,597 875.55,1s4p,3P°,2,1s6d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.566,0.010,,3.131e+06,AA,582 613.41,-,597 886.48,1s4d,3D,2,1s6f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.595,0.010,,1.7365e+07,AAA,582 613.02,-,597 885.43,1s4d,3D,1,1s6f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.595,0.010,,4.177e+05,AA,582 614.07,-,597 886.48,1s4d,3D,3,1s6f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.611,0.010,,3.2150e+06,AAA,582 613.41,-,597 885.43,1s4d,3D,2,1s6f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.611,0.010,,1.5246e+07,AAA,582 613.41,-,597 885.43,1s4d,3D,2,1s6f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.640,0.010,,9.1879e+04,AAA,582 614.07,-,597 885.43,1s4d,3D,3,1s6f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.640,0.010,,2.0673e+07,AAA,582 614.07,-,597 885.43,1s4d,3D,3,1s6f,3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,654.640,0.010,,1.8793e+06,AAA,582 614.07,-,597 885.43,1s4d,3D,3,1s6f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,655.319,0.010,,1.7092e+07,AAA,582 630.95,-,597 886.48,1s4d,1D,2,1s6f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,655.364,0.010,,6.461e+02,AA,582 630.95,-,597 885.43,1s4d,1D,2,1s6f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,655.364,0.010,,3.542e+06,AA,582 630.95,-,597 885.43,1s4d,1D,2,1s6f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.006,0.010,,9.900e+04,AA,582 642.97,-,597 882.52,1s4f,3F°,3,1s6d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.052,0.010,,2.4840e+05,AAA,582 644.04,-,597 882.52,1s4f,1F°,3,1s6d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.143,0.010,,1.3056e+06,AAA,581 885.58,-,597 121.95,1s4p,3P°,0,1s6s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.160,0.010,,3.9167e+06,AAA,581 885.98,-,597 121.95,1s4p,3P°,1,1s6s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.191,0.010,,6.5280e+06,AAA,581 886.70,-,597 121.95,1s4p,3P°,2,1s6s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.261,0.010,,3.2466e+05,AAA,582 642.97,-,597 876.60,1s4f,3F°,4,1s6d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.261,0.010,,1.9769e+04,AAA,582 642.97,-,597 876.60,1s4f,3F°,3,1s6d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.261,0.010,,8.0165e+02,AAA,582 642.97,-,597 876.60,1s4f,3F°,2,1s6d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.290,0.010,,3.9275e+04,AAA,582 642.97,-,597 875.94,1s4f,3F°,2,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.290,0.010,,2.2504e+05,AAA,582 642.97,-,597 875.94,1s4f,3F°,3,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.306,0.010,,3.5353e+05,AAA,582 642.97,-,597 875.55,1s4f,3F°,2,1s6d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.307,0.010,,8.289e+03,AA,582 644.04,-,597 876.60,1s4f,1F°,3,1s6d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,656.336,0.010,,8.922e+04,AA,582 644.04,-,597 875.94,1s4f,1F°,3,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,657.5,1.0,,1.2963e+06,AAA,582 630.95,-,597 836.,1s4d,1D,2,1s6p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.162,0.010,,1.3880e+07,AAA,582 830.11,-,597 882.52,1s4p,1P°,1,1s6d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.252,0.010,,2.3329e+04,AAA,582 613.02,-,597 663.40,1s4d,3D,1,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.269,0.010,,3.4986e+05,AAA,582 613.41,-,597 663.40,1s4d,3D,2,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.281,0.010,,5.8322e+05,AAA,582 613.02,-,597 662.73,1s4d,3D,1,1s6p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.298,0.010,,2.3329e+06,AAA,582 613.02,-,597 662.35,1s4d,3D,1,1s6p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.298,0.010,,1.7493e+06,AAA,582 613.41,-,597 662.73,1s4d,3D,2,1s6p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.298,0.010,,1.9596e+06,AAA,582 614.07,-,597 663.40,1s4d,3D,3,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,664.452,0.010,,1.834e+03,AA,582 830.11,-,597 875.94,1s4p,1P°,1,1s6d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,666.2,1.0,,1.877e+01,AA,582 830.11,-,597 836.,1s4p,1P°,1,1s6p,1P°,1,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,668.730,0.010,,1.6065e+01,AAA,582 630.95,-,597 580.53,1s4d,1D,2,1s6s,1S,0,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,677.760,0.010,,9.4930e+06,AAA,582 830.11,-,597 580.53,1s4p,1P°,1,1s6s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,822.591,0.010,,6.4409e+06,AAA,579 981.33,-,592 134.70,1s4s,3S,1,1s5p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,822.636,0.010,,6.4409e+06,AAA,579 981.33,-,592 134.03,1s4s,3S,1,1s5p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,822.662,0.010,,6.4407e+06,AAA,579 981.33,-,592 133.65,1s4s,3S,1,1s5p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
851.737,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,905.701,0.010,,7.6774e+06,AAA,581 596.77,-,592 634.91,1s4s,1S,0,1s5p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,915.696,0.010,,4.0723e+01,AAA,581 596.77,-,592 514.43,1s4s,1S,0,1s5d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,940.613,0.010,,2.179e+03,AA,581 885.98,-,592 514.43,1s4p,3P°,1,1s5d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,940.677,0.010,,8.639e+02,AA,581 886.70,-,592 514.43,1s4p,3P°,2,1s5d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.528,0.010,,1.1796e+07,AAA,581 885.58,-,592 503.70,1s4p,3P°,0,1s5d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.529,0.010,,1.5923e+07,AAA,581 885.98,-,592 504.09,1s4p,3P°,1,1s5d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.534,0.010,,2.1233e+07,AAA,581 886.70,-,592 504.75,1s4p,3P°,2,1s5d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.563,0.010,,8.8474e+06,AAA,581 885.98,-,592 503.70,1s4p,3P°,1,1s5d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.593,0.010,,5.3075e+06,AAA,581 886.70,-,592 504.09,1s4p,3P°,2,1s5d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,941.627,0.010,,5.8981e+05,AAA,581 886.70,-,592 503.70,1s4p,3P°,2,1s5d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
958.142,958.14,0.10,,5.1423e+06,AAA,491 374.6,-,501 808.59,1s2s,1S,0,1s2p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4834&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=4834&amp;type=
,999.330,0.010,,2.5797e+06,AAA,582 630.95,-,592 634.91,1s4d,1D,2,1s5p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.039,0.010,,7.567e+06,AA,582 613.41,-,592 521.11,1s4d,3D,2,1s5f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.102,0.010,,3.4747e+07,AAA,582 613.02,-,592 520.11,1s4d,3D,1,1s5f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.107,0.010,,1.003e+06,AA,582 614.07,-,592 521.11,1s4d,3D,3,1s5f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.141,0.010,,6.4334e+06,AAA,582 613.41,-,592 520.11,1s4d,3D,2,1s5f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.141,0.010,,2.9203e+07,AAA,582 613.41,-,592 520.11,1s4d,3D,2,1s5f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,1 009.208,0.010,,3.5936e+06,AAA,582 614.07,-,592 520.11,1s4d,3D,3,1s5f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
