Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,123.0015,,1.80e+08,B,96 493.74,-,177 793.54,2s2p2,2S,1/2,2s2p(<sup>3</sup>P°)3s,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,123.0302,,1.80e+08,B,96 493.74,-,177 774.59,2s2p2,2S,1/2,2s2p(<sup>3</sup>P°)3s,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,126.9019,,3.81e+07,B,96 493.74,-,175 294.75,2s2p2,2S,1/2,2s<sup>2</sup>5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,126.9138,,3.81e+07,B,96 493.74,-,175 287.39,2s2p2,2S,1/2,2s<sup>2</sup>5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,129.1220,,5.58e+06,B,150 461.58,-,227 907.71,2p3,2D°,5/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,129.1305,,6.20e+05,C,150 466.69,-,227 907.71,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,129.1747,,6.18e+06,B,150 466.69,-,227 881.21,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,132.3862,,4.94e+07,A,74 930.10,-,150 466.69,2s2p2,2D,5/2,2p<sup>3</sup>,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,132.3906,,4.38e+08,A,74 932.62,-,150 466.69,2s2p2,2D,3/2,2p<sup>3</sup>,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
132.3951,132.3951,9,4.55e+08,A,74 930.10,-,150 461.58,2s2p2,2D,5/2,2p<sup>3</sup>,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,132.3995,,3.27e+07,A,74 932.62,-,150 461.58,2s2p2,2D,3/2,2p<sup>3</sup>,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
133.4532,133.4532,150,2.41e+08,A,0.00,-,74 932.62,2s22p,2P°,1/2,2s2p<sup>2</sup>,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,133.5663,,4.76e+07,A,63.42,-,74 932.62,2s22p,2P°,3/2,2s2p<sup>2</sup>,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
133.5708,133.5708,300,2.88e+08,A,63.42,-,74 930.10,2s22p,2P°,3/2,2s2p<sup>2</sup>,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,138.3996,,4.07e+07,B,96 493.74,-,168 748.30,2s2p2,2S,1/2,2p<sup>3</sup>,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,138.4355,,3.88e+07,B,96 493.74,-,168 729.53,2s2p2,2S,1/2,2p<sup>3</sup>,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,146.964,,4.60e+06,B,166 967.13,-,235 011,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)6p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,146.972,,7.73e+06,B,166 990.73,-,235 031,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)6p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,146.9916,,1.10e+07,B,167 035.71,-,235 066.8,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)6p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,146.992,,9.20e+06,B,166 967.13,-,234 998,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)6p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,147.015,,5.88e+06,B,166 990.73,-,235 011,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)6p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,147.043,,1.84e+06,C+,166 990.73,-,234 998,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)6p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,147.069,,3.31e+06,B,167 035.71,-,235 031,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)6p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,147.112,,5.50e+05,C+,167 035.71,-,235 011,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)6p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,148.8774,,6.23e+06,B,110 624.17,-,177 793.54,2s2p2,2P,1/2,2s2p(<sup>3</sup>P°)3s,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,148.9194,,2.49e+07,B,110 624.17,-,177 774.59,2s2p2,2P,1/2,2s2p(<sup>3</sup>P°)3s,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,148.9692,,3.11e+07,B,110 665.56,-,177 793.54,2s2p2,2P,3/2,2s2p(<sup>3</sup>P°)3s,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,149.0112,,1.24e+07,B,110 665.56,-,177 774.59,2s2p2,2P,3/2,2s2p(<sup>3</sup>P°)3s,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,149.0380,,2.02e+02,C,74 930.10,-,142 027.1,2s2p2,2D,5/2,2p<sup>3</sup>,4S°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,149.0436,,7.3e+00,C,74 932.62,-,142 027.1,2s2p2,2D,3/2,2p<sup>3</sup>,4S°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,152.9290,,2.56e+05,C,162 517.89,-,227 907.71,2s24p,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,152.9446,,1.28e+06,C+,162 524.57,-,227 907.71,2s24p,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,152.9910,,1.02e+06,C+,162 517.89,-,227 881.21,2s24p,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,153.0066,,5.12e+05,C,162 524.57,-,227 881.21,2s24p,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,154.6298,,8.93e+06,B,110 624.17,-,175 294.75,2s2p2,2P,1/2,2s<sup>2</sup>5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,154.6474,,3.57e+07,B,110 624.17,-,175 287.39,2s2p2,2P,1/2,2s<sup>2</sup>5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,154.7288,,4.46e+07,B,110 665.56,-,175 294.75,2s2p2,2P,3/2,2s<sup>2</sup>5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,154.7465,,1.78e+07,B,110 665.56,-,175 287.39,2s2p2,2P,3/2,2s<sup>2</sup>5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,156.3273,,1.19e+07,B,150 461.58,-,214 429.95,2p3,2D°,5/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,156.3397,,1.32e+06,C+,150 466.69,-,214 429.95,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,156.4024,,1.32e+07,B,150 466.69,-,214 404.33,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,162.1016,,1.09e+06,C+,166 967.13,-,228 656.84,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)5p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,162.1636,,2.18e+06,B,166 990.73,-,228 656.84,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)5p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,162.2820,,3.27e+06,B,167 035.71,-,228 656.84,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)5p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.3326,,7.21e+06,B,166 967.13,-,228 191.9,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)5p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.3425,,1.21e+07,B,166 990.73,-,228 211.8,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)5p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.3681,,1.44e+07,B,166 967.13,-,228 178.6,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)5p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.3686,,1.73e+07,B,167 035.71,-,228 246.97,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)5p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.3956,,9.22e+06,B,166 990.73,-,228 191.9,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)5p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.4311,,2.88e+06,B,166 990.73,-,228 178.6,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)5p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.4626,,5.18e+06,B,167 035.71,-,228 211.8,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)5p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,163.5157,,8.62e+05,C+,167 035.71,-,228 191.9,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)5p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,168.9812,,5.47e+06,B,168 729.53,-,227 907.71,2p3,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,169.0348,,2.73e+07,B,168 748.30,-,227 907.71,2p3,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,169.0569,,2.18e+07,B,168 729.53,-,227 881.21,2p3,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,169.1106,,1.09e+07,B,168 748.30,-,227 881.21,2p3,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,170.1922,,9.80e+06,B,116 537.65,-,175 294.75,2s23s,2S,1/2,2s<sup>2</sup>5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,170.2135,,9.80e+06,B,116 537.65,-,175 287.39,2s23s,2S,1/2,2s<sup>2</sup>5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,172.0456,,8.65e+07,B,110 624.17,-,168 748.30,2s2p2,2P,1/2,2p<sup>3</sup>,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,172.1012,,3.46e+08,B,110 624.17,-,168 729.53,2s2p2,2P,1/2,2p<sup>3</sup>,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,172.1682,,4.33e+08,B,110 665.56,-,168 748.30,2s2p2,2P,3/2,2p<sup>3</sup>,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,172.2238,,1.72e+08,B,110 665.56,-,168 729.53,2s2p2,2P,3/2,2p<sup>3</sup>,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,175.8101,,3.94e+07,B,131 735.52,-,188 615.07,2s23p,2P°,3/2,2s2p(<sup>3</sup>P°)3p,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,175.8802,,3.27e+07,B,131 724.37,-,188 581.25,2s23p,2P°,1/2,2s2p(<sup>3</sup>P°)3p,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,175.9147,,6.55e+06,B,131 735.52,-,188 581.25,2s23p,2P°,3/2,2s2p(<sup>3</sup>P°)3p,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,176.0395,,3.68e+07,A,74 930.10,-,131 735.52,2s2p2,2D,5/2,2s<sup>2</sup>3p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,176.0473,,4.08e+06,A,74 932.62,-,131 735.52,2s2p2,2D,3/2,2s<sup>2</sup>3p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,176.0819,,4.09e+07,A,74 932.62,-,131 724.37,2s2p2,2D,3/2,2s<sup>2</sup>3p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,185.1558,,7.55e+06,B,131 724.37,-,185 732.93,2s23p,2P°,1/2,2s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,185.1941,,1.51e+07,B,131 735.52,-,185 732.93,2s23p,2P°,3/2,2s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,189.0822,,4.60e+04,D,145 549.27,-,198 436.31,2s23d,2D,3/2,2s2p(<sup>3</sup>P°)3d,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,189.0874,,6.44e+05,B,145 550.70,-,198 436.31,2s23d,2D,5/2,2s2p(<sup>3</sup>P°)3d,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,189.1211,,6.20e+05,C+,145 549.27,-,198 425.43,2s23d,2D,3/2,2s2p(<sup>3</sup>P°)3d,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,189.1263,,6.89e+04,D,145 550.70,-,198 425.43,2s23d,2D,5/2,2s2p(<sup>3</sup>P°)3d,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,191.0212,,2.80e+07,B,131 724.37,-,184 074.59,2s23p,2P°,1/2,2s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,191.0593,,3.36e+07,B,131 735.52,-,184 075.28,2s23p,2P°,3/2,2s<sup>2</sup>6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,191.0619,,5.60e+06,B,131 735.52,-,184 074.59,2s23p,2P°,3/2,2s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,191.5318,,9.36e+06,B,116 537.65,-,168 748.30,2s23s,2S,1/2,2p<sup>3</sup>,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,191.6007,,9.50e+06,B,116 537.65,-,168 729.53,2s23s,2S,1/2,2p<sup>3</sup>,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,192.198,,4.51e+05,C+,181 711.03,-,233 740.7,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
