Wavelength,Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
458.5865,22900000.0,20371.0,42171.026,3p63d4s,3D,3.0,3p64s4f,3F°,4.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=539&amp;comment_code=n&amp;element=Ca&amp;spectr_charge=1&amp;ref=539&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
458.5964,2500000.0,20371.0,42170.558,3p63d4s,3D,3.0,3p64s4f,3F°,3.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=539&amp;comment_code=n&amp;element=Ca&amp;spectr_charge=1&amp;ref=539&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
458.6036,98000.0,20371.0,42170.214,3p63d4s,3D,3.0,3p64s4f,3F°,2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=654&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=654&amp;type=,
468.5268,8000000.0,23652.304,44989.83,3p64s4p,1P°,1.0,3p64s6d,1D,2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
487.8126,18800000.0,21849.634,42343.587,3p63d4s,1D,2.0,3p64s4f,1F°,3.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1338&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=1338&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
504.1618,33000000.0,21849.634,41679.008,3p63d4s,1D,2.0,3p64s6p,1P°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
518.8844,40000000.0,23652.304,42919.053,3p64s4p,1P°,1.0,3p64s5d,1D,2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
526.0387,610000.0,20335.36,39340.08,3p63d4s,3D,1.0,3p63d4p,3P°,2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=LS&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,
526.1704,15000000.0,20335.36,39335.322,3p63d4s,3D,1.0,3p63d4p,3P°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=LS&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
526.2241,60000000.0,20335.36,39333.382,3p63d4s,3D,1.0,3p63d4p,3P°,0.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=866&amp;comment_code=LS&amp;element=Ca&amp;spectr_charge=1&amp;ref=866&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6097&amp;comment_code=&amp;element=Ca&amp;spectr_charge=1&amp;ref=6097&amp;type=
