Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
634.0100,0.0013,,,240cs,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
635.9860,0.0006,635.9857,0.0005,7400c,7.6e+06,B,2 231.432,-,17 950.709,6d7s2,a 2D,5/2,6d7s(<sup>1</sup>D)7p,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
644.7821,0.0006,644.7820,0.0005,720c,7.7e+05,C,2 231.432,-,17 736.265,6d7s2,a 2D,5/2,6d7s(<sup>3</sup>D)7p,4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
646.9682,0.0006,646.9682,0.0006,1100cl,1.18e+06,C+,2 231.432,-,17 683.872,6d7s2,a 2D,5/2,6d7s(<sup>3</sup>D)7p,4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
661.8190,0.0006,661.8188,0.0006,220,2.4e+06,E,9 863.588,-,24 969.293,6d2(3F)7s,a 4F,5/2,6d7s(<sup>1</sup>D)7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
669.1270,0.0006,669.1273,0.0004,7300cl,3.0e+06,C+,0.000,-,14 940.715,6d7s2,a 2D,3/2,6d7s(<sup>3</sup>D)7p,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
729.0396,0.0006,729.0396,0.0006,3600c,2.38e+06,B+,0.000,-,13 712.898,6d7s2,a 2D,3/2,6d7s(<sup>3</sup>D)7p,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=n&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=21471&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=21471&amp;type=
786.6102,0.0006,786.6100,0.0005,5800cl,1.56e+06,C+,2 231.432,-,14 940.715,6d7s2,a 2D,5/2,6d7s(<sup>3</sup>D)7p,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=7344&amp;type=
814.324,0.007,814.324,0.007,940,2.7e+05,C,0.000,-,12 276.75,6d7s2,a 2D,3/2,7s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=n&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=21471&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=21471&amp;type=
870.742,,870.7298,0.0011,300:,1.7e+05,C,2 231.432,-,13 712.898,6d7s2,a 2D,5/2,6d7s(<sup>3</sup>D)7p,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=n&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=21471&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=21471&amp;type=
995.216,,995.216,0.010,6100:,3.56e+06,B+,2 231.432,-,12 276.75,6d7s2,a 2D,5/2,7s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10105&amp;comment_code=n&amp;element=Ac&amp;spectr_charge=1&amp;ref=10105&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=21471&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=21471&amp;type=
1 336.976,0.019,1 336.976,0.020,4400,1.497e+06,A+,0.000,-,7 477.52,6d7s2,a 2D,3/2,7s<sup>2</sup>7p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=10228&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=10228&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=21471&amp;comment_code=&amp;element=Ac&amp;spectr_charge=1&amp;ref=21471&amp;type=
