Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Lower Level  J,Upper Level  J,Type,TPRef.,LineRef.
1 150.338,,50,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 156.881,,25,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 185.942,,100,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 190.883,,100,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 225.046,,100,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 308.828,,25,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 318.516,,100,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 330.623,,75,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 396.158,,100,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 690.600,,50,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 745.111,,50,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 813.665,,50,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 836.696,,50,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 863.443,,75,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
1 902.939,,25,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 020.664,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 027.694,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 037.969,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 052.289,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 069.629,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 077.786,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 101.411,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 110.574,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 111.790,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 168.043,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 169.930,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 191.620,,75,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 211.676,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 316.308,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 395.472,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
2 956.513,,10,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u10&amp;element=U&amp;spectr_charge=1&amp;ref=&amp;type=
