Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,,53.7331173,0.0000003,,1.299e+03,AA,0.0000,-,[186 104.9666893],1s2,1S,0,1s3d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=7378&amp;type=E2,
,,53.8895999,0.0000003,,1.21e-01,C,0.0000,-,[185 564.561920],1s2,1S,0,1s3p,3P°,2,M2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5612&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=5612&amp;type=M2,
58.43339,0.00005,58.4334357,0.0000004,1000,1.7989e+09,AAA,0.0000,-,[171 134.896946],1s2,1S,0,1s2p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=551&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=551&amp;type=
59.14121,0.00005,59.1412071,0.0000004,50,1.764e+02,AA,0.0000,-,[169 086.8428979],1s2,1S,0,1s2p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3585&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=3585&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=551&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=551&amp;type=
,,59.1412339,0.0000004,,3.27e-01,A,0.0000,-,[169 086.7664725],1s2,1S,0,1s2p,3P°,2,M2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1494&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=1494&amp;type=M2,
,,62.5563107,0.0000004,,1.272e-04,AA,0.0000,-,[159 855.9743297],1s2,1S,0,1s2s,3S,1,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1896&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=1896&amp;type=M1,
257.76,0.03,257.76,0.03,50,,,470 310,-,509 094,2s2p,3P°,"0,1,2",2p3p,3D,"1,2,3",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1786&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=1786&amp;type=
267.7135,0.0010,267.7128032,0.0000021,1*,4.4174e+05,AAA,[159 855.9743297],-,[197 198.3399816],1s2s,3S,1,1s10p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
267.7135,0.0010,267.7128514,0.0000021,1*,4.4174e+05,AAA,[159 855.9743297],-,[197 198.3332683],1s2s,3S,1,1s10p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
267.7135,0.0010,267.7128553,0.0000021,1*,4.4174e+05,AAA,[159 855.9743297],-,[197 198.3327222],1s2s,3S,1,1s10p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
269.6119,0.0010,269.6117588,0.0000021,1*,6.0234e+05,AAA,[159 855.9743297],-,[196 935.3414081],1s2s,3S,1,1s9p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
269.6119,0.0010,269.6118260,0.0000021,1*,6.0234e+05,AAA,[159 855.9743297],-,[196 935.3321700],1s2s,3S,1,1s9p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
269.6119,0.0010,269.6118315,0.0000021,1*,6.0234e+05,AAA,[159 855.9743297],-,[196 935.3314182],1s2s,3S,1,1s9p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
272.3191,0.0010,272.3191000,0.0000021,1*,8.4996e+05,AAA,[159 855.9743297],-,[196 566.7261046],1s2s,3S,1,1s8p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
272.3191,0.0010,272.3191979,0.0000021,1*,8.4996e+05,AAA,[159 855.9743297],-,[196 566.7128971],1s2s,3S,1,1s8p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
272.3191,0.0010,272.3192059,0.0000021,1*,8.4996e+05,AAA,[159 855.9743297],-,[196 566.7118220],1s2s,3S,1,1s8p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
,,276.3801579,0.0000021,2*,1.2508e+06,AAA,[159 855.9743297],-,[196 027.3364649],1s2s,3S,1,1s7p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,276.3803093,0.0000021,2*,1.2508e+06,AAA,[159 855.9743297],-,[196 027.3166408],1s2s,3S,1,1s7p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,276.3803217,0.0000021,2*,1.2508e+06,AAA,[159 855.9743297],-,[196 027.3150267],1s2s,3S,1,1s7p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
281.82,0.03,281.82,0.04,10,,,481 301.5,-,516 775,2p2,3P,"0,1,2",2p3d,3P°,"0,1,2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1786&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=1786&amp;type=
,,282.9078407,0.0000021,4*,1.9389e+06,AAA,[159 855.9743297],-,[195 192.7772813],1s2s,3S,1,1s6p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,282.9080946,0.0000021,4*,1.9389e+06,AAA,[159 855.9743297],-,[195 192.7455590],1s2s,3S,1,1s6p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,282.9081153,0.0000021,4*,1.9389e+06,AAA,[159 855.9743297],-,[195 192.7429742],1s2s,3S,1,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
294.5106,0.0010,294.5098925,0.0000021,10*,3.2006e+06,AAA,[159 855.9743297],-,[193 800.767563],1s2s,3S,1,1s5p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14925&amp;comment_code=c72&amp;element=He&amp;spectr_charge=1&amp;ref=14925&amp;type=
294.5106,0.0010,294.5103735,0.0000021,10*,3.2006e+06,AAA,[159 855.9743297],-,[193 800.712118],1s2s,3S,1,1s5p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14925&amp;comment_code=c72&amp;element=He&amp;spectr_charge=1&amp;ref=14925&amp;type=
294.5106,0.0010,294.5104128,0.0000021,10*,3.2006e+06,AAA,[159 855.9743297],-,[193 800.707595],1s2s,3S,1,1s5p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14925&amp;comment_code=c72&amp;element=He&amp;spectr_charge=1&amp;ref=14925&amp;type=
301.37,0.03,301.371,0.015,40,,,481 301.5,-,514 473.5,2p2,3P,"0,1,2",2p3d,3D°,"1,2,3",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1786&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=1786&amp;type=
,,318.7733175,0.0000020,,5.6361e+06,AAA,[159 855.9743297],-,[191 217.160290],1s2s,3S,1,1s4p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
318.7745,0.0010,318.7744390,0.0000020,20*,5.6361e+06,AAA,[159 855.9743297],-,[191 217.049963],1s2s,3S,1,1s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14925&amp;comment_code=c72&amp;element=He&amp;spectr_charge=1&amp;ref=14925&amp;type=
318.7745,0.0010,318.7745305,0.0000020,20*,5.6361e+06,AAA,[159 855.9743297],-,[191 217.040967],1s2s,3S,1,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14925&amp;comment_code=c72&amp;element=He&amp;spectr_charge=1&amp;ref=14925&amp;type=
323.1266,0.0010,323.1270384,0.0000020,0,5.1015e+05,AAA,[166 277.440141],-,[197 216.0895622],1s2s,1S,0,1s10p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
325.8275,0.0010,325.8273495,0.0000020,1,6.9627e+05,AAA,[166 277.440141],-,[196 959.6928160],1s2s,1S,0,1s9p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=14924&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=14924&amp;type=
,,329.6772928,0.0000020,,9.8432e+05,AAA,[166 277.440141],-,[196 601.4002470],1s2s,1S,0,1s8p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,335.4555087,0.0000021,1,1.4537e+06,AAA,[166 277.440141],-,[196 079.0875698],1s2s,1S,0,1s7p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,344.7589022,0.0000021,2,2.2691e+06,AAA,[166 277.440141],-,[195 274.9084660],1s2s,1S,0,1s6p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,344.9270793,0.0000021,,3.9163e+00,AAA,[166 277.440141],-,[195 260.77050808],1s2s,1S,0,1s6d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=7378&amp;type=E2,
355.4415,0.0010,355.4406135,0.0000021,1*,3.6386e+04,AAA,[169 086.7664725],-,[197 212.82712336],1s2p,3P°,2,1s10d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=551&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=551&amp;type=
